北海道,中川郡池田町,15
北海道,中川郡豊頃町,15
北海道,中川郡幕別町,1558,忠類朝日
北海道,中川郡幕別町,1558,忠類共栄
北海道,中川郡幕別町,1558,忠類協徳
北海道,中川郡幕別町,1558,忠類公親
北海道,中川郡幕別町,1558,忠類幸町
北海道,中川郡幕別町,1558,忠類栄町
北海道,中川郡幕別町,1558,忠類白銀町
北海道,中川郡幕別町,1558,忠類新生
北海道,中川郡幕別町,1558,忠類東宝
北海道,中川郡幕別町,1558,忠類中当
北海道,中川郡幕別町,1558,忠類錦町
北海道,中川郡幕別町,1558,忠類西当
北海道,中川郡幕別町,1558,忠類晩成
北海道,中川郡幕別町,1558,忠類日和
北海道,中川郡幕別町,1558,忠類古里
北海道,中川郡幕別町,1558,忠類幌内
北海道,中川郡幕別町,1558,忠類明和
北海道,中川郡幕別町,1558,忠類元忠類
北海道,中川郡幕別町,1558,忠類本町
北海道,広尾郡,1558
北海道,足寄郡,156
北海道,中川郡本別町,156
北海道,河東郡上士幌町,1564
北海道,河東郡士幌町,1564
北海道,河東郡鹿追町,156
北海道,上川郡清水町,156
北海道,上川郡新得町,156
北海道,北見市,157
北海道,常呂郡置戸町,157
北海道,常呂郡訓子府町,157
北海道,紋別市,158
北海道,紋別郡滝上町,158
北海道,紋別郡遠軽町,158
北海道,紋別郡湧別町,1586
北海道,常呂郡佐呂間町,1587
北海道,紋別郡雄武町,158
北海道,紋別郡興部町,158
北海道,紋別郡西興部村,158
北海道,稚内市,162
北海道,天塩郡豊富町,162
北海道,天塩郡遠別町,1632
北海道,天塩郡天塩町,1632
北海道,天塩郡幌延町,1632
北海道,枝幸郡中頓別町,1634
北海道,枝幸郡浜頓別町,1634
北海道,宗谷郡,1635
北海道,枝幸郡枝幸町,163
北海道,利尻郡,163
北海道,礼文郡,163
北海道,留萌市,164
北海道,増毛郡,164
北海道,留萌郡,164
北海道,深川市,164
北海道,雨竜郡秩父別町,164
北海道,雨竜郡沼田町,164
北海道,雨竜郡北竜町,164
北海道,雨竜郡妹背牛町,164
北海道,苫前郡初山別村,164
北海道,苫前郡苫前町,164
北海道,苫前郡羽幌町,164
北海道,苫前郡羽幌町,1648,天売相影
北海道,苫前郡羽幌町,1648,天売富磯
北海道,苫前郡羽幌町,1648,天売弁天
北海道,苫前郡羽幌町,1648,天売前浜
北海道,苫前郡羽幌町,1648,天売和浦
北海道,苫前郡羽幌町,1648,焼尻白浜
北海道,苫前郡羽幌町,1648,焼尻西浦
北海道,苫前郡羽幌町,1648,焼尻東浜
北海道,苫前郡羽幌町,1648,焼尻緑ヶ丘
北海道,士別市,165
北海道,雨竜郡幌加内町,165
北海道,上川郡剣淵町,165
北海道,上川郡和寒町,165
北海道,名寄市,1654
北海道,名寄市,1655,風連町
北海道,上川郡下川町,1655
北海道,中川郡音威子府村,1656
北海道,中川郡中川町,1656
北海道,中川郡美深町,1656
北海道,上川郡愛別町,1658
北海道,上川郡上川町,1658
北海道,旭川市,166
北海道,上川郡鷹栖町,166
北海道,上川郡当麻町,166
北海道,上川郡美瑛町,166
北海道,上川郡東神楽町,166
北海道,上川郡東川町,166
北海道,上川郡比布町,166
北海道,富良野市,167
北海道,空知郡上富良野町,167
北海道,空知郡中富良野町,167
北海道,空知郡南富良野町,167
北海道,勇払郡占冠村,167
青森県,青森市,172,浪岡
青森県,黒石市,172
青森県,平川市,172
青森県,弘前市,172
青森県,北津軽郡板柳町,172
青森県,中津軽郡,172
青森県,南津軽郡,172
青森県,青森県,五所川原市,173
青森県,つがる市,173
青森県,北津軽郡鶴田町,173
青森県,北津軽郡中泊町,173
青森県,西津軽郡,173
青森県,東津軽郡今別町,174
青森県,東津軽郡外ヶ浜町,174
青森県,東津軽郡蓬田村,174
青森県,むつ市,175
青森県,下北郡,175
青森県,上北郡東北町,175
青森県,野辺地町,175
青森県,横浜町,175
青森県,六ヶ所村,175
